id,tweet,label,length,text_short,length_short,model_output,prob_offensive
69160,@USER The laughs I’ve gotten from you are enough. 😌,NOT,18,@USER The laughs I’ve gotten from you are enough. 😌,18,"tensor([[ 1.2559, -1.2872]])",not-offensive
28380,@USER @USER @USER well?,NOT,10,@USER @USER @USER well?,10,"tensor([[ 1.5102, -1.4497]])",not-offensive
40252,@USER @USER @USER First of all— they don’t even have pizza at Panera,NOT,23,@USER @USER @USER First of all— they don’t even have pizza at Panera,23,"tensor([[ 0.7240, -0.6918]])",not-offensive
39907,@USER @USER @USER please don't kill me. antifa on the other hand...,TIN,21,@USER @USER @USER please don't kill me. antifa on the other hand...,21,"tensor([[-0.3939,  0.2691]])",offensive
16164,@USER Did you see Shanahan say Spoon was not 100% healthy this game? Obviously no excuses if you’re out there BUT maybe it’s not the “all is doom” sort of thing it seemed during the game. Maybe he is still pretty good.,NOT,59,@USER Did you see Shanahan say Spoon was not 100% healthy this game? Obviously no excuses if you’re out there BUT maybe it’s not the “all is doom” sort of thing it seemed during the game. Maybe he is still pretty good.,59,"tensor([[ 1.4011, -1.3130]])",not-offensive
52824,@USER Good girl @USER,NOT,8,@USER Good girl @USER,8,"tensor([[ 1.4752, -1.3088]])",not-offensive
77294,@USER @USER She is an ugly black hearted troll URL,TIN,15,@USER @USER She is an ugly black hearted troll URL,15,"tensor([[-1.1909,  1.1595]])",offensive
13420,@USER @USER @USER You are clearly not a pokemon master! I have almost 400 in rare candy alone. Over 150 legacy moveset pokemon. It just all depends on what you like to keep as collection pieces and what you value in the game.,NOT,53,@USER @USER @USER You are clearly not a pokemon master! I have almost 400 in rare candy alone. Over 150 legacy moveset pokemon. It just all depends on what you like to keep as collection pieces and what you value in the game.,53,"tensor([[ 0.9762, -1.0548]])",not-offensive
16940,@USER Dont believe the hype.,UNT,10,@USER Dont believe the hype.,10,"tensor([[ 1.1078, -0.9848]])",not-offensive
83816,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Followed all new - MAGA.  Please follow back.,NOT,41,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Followed all new - MAGA.  Please follow back.,41,"tensor([[ 1.4331, -1.5234]])",not-offensive
99156,#Protests Reported in #Sunderland  Except these are #football fan and one #flag says #WestBrom on it?!  Getting worse now even as I type?!  #MAGA #MEGA #MBGA #MCGA #Conservatives #Patriots #Muslims #FarLeft #Leftists (doomed to lose but do not realises it) #CivilWar soon? URL,NOT,85,#Protests Reported in #Sunderland  Except these are #football fan and one #flag says #WestBrom on it?!  Getting worse now even as I type?!  #MAGA #MEGA #MBGA #MCGA #Conservatives #Patriots #Muslims #FarLeft #Leftists (doomed to lose but do not realises it) #CivilWar soon? URL,85,"tensor([[ 0.7929, -0.8088]])",not-offensive
11255,"@USER Liberals would still vote for him. They'll claim his comments were Taken out of context and that he is still a man of integrity.""""",NOT,31,"@USER Liberals would still vote for him. They'll claim his comments were Taken out of context and that he is still a man of integrity.""""",31,"tensor([[ 0.6643, -0.7060]])",not-offensive
79060,@USER You are bringing up honor and decency? With that yoyo in the picture? That's rich.,NOT,25,@USER You are bringing up honor and decency? With that yoyo in the picture? That's rich.,25,"tensor([[ 0.3839, -0.4277]])",not-offensive
71682,@USER Good riddance.,NOT,9,@USER Good riddance.,9,"tensor([[ 1.4352, -1.3558]])",not-offensive
17577,@USER She is a goddess,NOT,8,@USER She is a goddess,8,"tensor([[ 0.2691, -0.1713]])",not-offensive
27503,"@USER Omg xD The worst (or the best, in my case is the best cuase it made me laught) part was her asking is he dead? does that hurts? poor thing..."" and the rest standin there like ""....nope he is no suffering"" ""so he is dead!"" ""...yeah, pretty dead""""",NOT,72,"@USER Omg xD The worst (or the best, in my case is the best cuase it made me laught) part was her asking is he dead? does that hurts? poor thing..."" and the rest standin there like ""....nope he is no suffering"" ""so he is dead!"" ""...yeah, pretty dead""""",72,"tensor([[ 0.2249, -0.2194]])",not-offensive
81119,@USER @USER I see May in the same light as yourself. Even the last election was about her and not the Conservatives.  A split is coming to the Tory partyvery soon!,NOT,40,@USER @USER I see May in the same light as yourself. Even the last election was about her and not the Conservatives.  A split is coming to the Tory partyvery soon!,40,"tensor([[ 1.2464, -1.1995]])",not-offensive
28812,@USER This all I get 😢 damn these haters deleting you IG for no reason... URL,TIN,22,@USER This all I get 😢 damn these haters deleting you IG for no reason... URL,22,"tensor([[-0.8128,  0.7438]])",offensive
84131,@USER Do you think Canadian liberals will actually blame Trudeau if he costs them this? Or as per standard push it off on us?,NOT,29,@USER Do you think Canadian liberals will actually blame Trudeau if he costs them this? Or as per standard push it off on us?,29,"tensor([[ 0.6870, -0.6742]])",not-offensive
23179,@USER    You warned everyone about Josh Gordon the last 4 months on a daily basis.  I'm sure you are as shocked as I am of what transpired today.,NOT,38,@USER    You warned everyone about Josh Gordon the last 4 months on a daily basis.  I'm sure you are as shocked as I am of what transpired today.,38,"tensor([[ 1.2496, -1.1303]])",not-offensive
28601,@USER @USER @USER Why can't liberals read??????  READ it AGAIN URL,NOT,21,@USER @USER @USER Why can't liberals read??????  READ it AGAIN URL,21,"tensor([[ 0.9021, -0.9363]])",not-offensive
64776,@USER SJSHSJ THATS MY JOB BITCH,TIN,15,@USER SJSHSJ THATS MY JOB BITCH,15,"tensor([[-0.9046,  0.9398]])",offensive
95712,@USER Do they discuss Haiti?,NOT,9,@USER Do they discuss Haiti?,9,"tensor([[ 1.3464, -1.4100]])",not-offensive
69972,@USER @USER @USER What part of NO COLLUSION don't you get??? This is why you are a dumocrat,TIN,30,@USER @USER @USER What part of NO COLLUSION don't you get??? This is why you are a dumocrat,30,"tensor([[-0.9255,  0.8990]])",offensive
37115,@USER He is very skilled😂😂,NOT,12,@USER He is very skilled😂😂,12,"tensor([[ 1.3322, -1.1959]])",not-offensive
80696,@USER You are amazing 💛💛💛,NOT,16,@USER You are amazing 💛💛💛,16,"tensor([[ 1.9478, -1.9965]])",not-offensive
68163,@USER Fist pump was for the troops.,NOT,11,@USER Fist pump was for the troops.,11,"tensor([[ 1.1343, -1.1831]])",not-offensive
68629,@USER Let the leftist democrats riot in the streets with their antifa counterparts.,TIN,19,@USER Let the leftist democrats riot in the streets with their antifa counterparts.,19,"tensor([[-0.1611,  0.1625]])",offensive
66109,@USER I thought Canada had strict gun control.  Help me understand what is happening.,NOT,20,@USER I thought Canada had strict gun control.  Help me understand what is happening.,20,"tensor([[ 0.5192, -0.5487]])",not-offensive
19419,@USER They don’t want you following people because they don’t like conservatives! Sickening  how biased Twitter’s management is. #TwitterLeftBias,NOT,39,@USER They don’t want you following people because they don’t like conservatives! Sickening  how biased Twitter’s management is. #TwitterLeftBias,39,"tensor([[ 0.2374, -0.2452]])",not-offensive
32942,@USER He is doing life tho😑,NOT,11,@USER He is doing life tho😑,11,"tensor([[ 1.0375, -1.0092]])",not-offensive
74285,@USER It's SO VERY IMPORTANT between now and the midterms to get the word out that all the #democrats want people of color to believe is they support them - which as you know is SO false. How can the word spread even more to those who need to know? #MAGA #NAACP,NOT,67,@USER It's SO VERY IMPORTANT between now and the midterms to get the word out that all the #democrats want people of color to believe is they support them - which as you know is SO false. How can the word spread even more to those who need to know? #MAGA #NAACP,67,"tensor([[ 0.8188, -0.7679]])",not-offensive
77319,@USER @USER ANTIFA is not giving death threats to professor Ford or threatening violence if their candidate loses or Spanky is impeached.,TIN,31,@USER @USER ANTIFA is not giving death threats to professor Ford or threatening violence if their candidate loses or Spanky is impeached.,31,"tensor([[-0.1547,  0.0120]])",offensive
30517,@USER @USER @USER Have you seen or listened to your ANTIFA pals?,NOT,20,@USER @USER @USER Have you seen or listened to your ANTIFA pals?,20,"tensor([[ 1.5561, -1.6201]])",not-offensive
69077,@USER @USER In case of antifa take a little bat or something. Good for you- more of should do that kind of thing.,NOT,31,@USER @USER In case of antifa take a little bat or something. Good for you- more of should do that kind of thing.,31,"tensor([[ 0.9979, -0.9258]])",not-offensive
67758,@USER Your titles scare me a little bit. ;-),NOT,14,@USER Your titles scare me a little bit. ;-),14,"tensor([[ 1.2256, -1.2196]])",not-offensive
35944,@USER &gt;Eradicating HIV and Malaria in the middle of Africa  Good bloody luck,NOT,23,@USER &gt;Eradicating HIV and Malaria in the middle of Africa  Good bloody luck,23,"tensor([[ 0.2282, -0.2995]])",not-offensive
48223,@USER @USER The only interaction of Tory volunteers with FCP volunteers that I witnessed today was the one demanding that our float be moved to the back of the parade. #ableg #cdnpoli,NOT,43,@USER @USER The only interaction of Tory volunteers with FCP volunteers that I witnessed today was the one demanding that our float be moved to the back of the parade. #ableg #cdnpoli,43,"tensor([[ 1.4713, -1.5279]])",not-offensive
47168,@USER And who seems to be getting things done.,NOT,13,@USER And who seems to be getting things done.,13,"tensor([[ 1.5664, -1.6036]])",not-offensive
53947,I added a video to a @USER playlist URL Combat mon frere vs Ismael et Maga assassin vs David le boxer (YFC 2),NOT,33,I added a video to a @USER playlist URL Combat mon frere vs Ismael et Maga assassin vs David le boxer (YFC 2),33,"tensor([[ 1.1915, -1.2078]])",not-offensive
49504,@USER So has the Law changed...you just make an allegation now days and your guilty until proven innocent. Liberals are mentally ill!,TIN,29,@USER So has the Law changed...you just make an allegation now days and your guilty until proven innocent. Liberals are mentally ill!,29,"tensor([[-0.7411,  0.7556]])",offensive
66291,@USER Straight up different.  Thank Joe Biden for that one.  I also wonder the outcome if her name had been Antifa Hill.,NOT,31,@USER Straight up different.  Thank Joe Biden for that one.  I also wonder the outcome if her name had been Antifa Hill.,31,"tensor([[ 0.9818, -0.9132]])",not-offensive
31229,@USER This game sucks donkey balls,TIN,9,@USER This game sucks donkey balls,9,"tensor([[-1.0908,  1.1116]])",offensive
75850,@USER Yo for real you are gorgeous,NOT,10,@USER Yo for real you are gorgeous,10,"tensor([[ 1.3663, -1.2828]])",not-offensive
88546,@USER Absolutely should be a nail in the coffin.... for Hilliary,TIN,16,@USER Absolutely should be a nail in the coffin.... for Hilliary,16,"tensor([[-0.5341,  0.4611]])",offensive
29241,@USER @USER I hope he gets on twitter so I can tell him how amazing he is. ❤😄,NOT,26,@USER @USER I hope he gets on twitter so I can tell him how amazing he is. ❤😄,26,"tensor([[ 1.7194, -1.7271]])",not-offensive
19842,@USER Who are “they” Gun control has been tried and is a proven failure. This is why people don’t vote democrat. They refuse to admit reality. Gun control doesn’t work.,NOT,47,@USER Who are “they” Gun control has been tried and is a proven failure. This is why people don’t vote democrat. They refuse to admit reality. Gun control doesn’t work.,47,"tensor([[ 0.0841, -0.1204]])",not-offensive
69232,@USER So the overwhelming liberals in the populated states can make policy for the rest of America with whom they have no clue about.  Just because California has the biggest population does not mean the U.S. shares in their values.  Get a clue Hillary.,NOT,55,@USER So the overwhelming liberals in the populated states can make policy for the rest of America with whom they have no clue about.  Just because California has the biggest population does not mean the U.S. shares in their values.  Get a clue Hillary.,55,"tensor([[ 0.6205, -0.6535]])",not-offensive
36471,@USER @USER Doesn't he partly fund Antifa?,NOT,14,@USER @USER Doesn't he partly fund Antifa?,14,"tensor([[ 1.3123, -1.4641]])",not-offensive
32897,@USER He is a DUMBASS !!!!!,TIN,13,@USER He is a DUMBASS!!!!!,12,"tensor([[-1.2764,  1.2482]])",offensive
95444,@USER At this point in time... I don't think Pres. Trump gives a sh*t... and neither do I! LOL URL,TIN,30,@USER At this point in time... I don't think Pres. Trump gives a sh*t... and neither do I! LOL URL,30,"tensor([[-0.5919,  0.5408]])",offensive
51172,@USER @USER O.K. Conservatives get to the polls. Vote red.,NOT,19,@USER @USER O.K. Conservatives get to the polls. Vote red.,19,"tensor([[ 1.3741, -1.4096]])",not-offensive
62481,@USER donnie jr. you and your family owe the country an apology for taking your criminal activities into OUR White House You are lining your pockets while your father is unfit and making a mockery of our republic. Shame on you and your family. Justice will prevail,TIN,55,@USER donnie jr. you and your family owe the country an apology for taking your criminal activities into OUR White House You are lining your pockets while your father is unfit and making a mockery of our republic. Shame on you and your family. Justice will prevail,55,"tensor([[-0.6115,  0.5690]])",offensive
71895,"A Harvard/Harris Poll conducted this year found that 48 percent of black Americans said they would like to see between only one and 250,000 legal immigrants brought to the U.S. a year."" URL #MAGA #tcot""",NOT,50,"A Harvard/Harris Poll conducted this year found that 48 percent of black Americans said they would like to see between only one and 250,000 legal immigrants brought to the U.S. a year."" URL #MAGA #tcot""",50,"tensor([[ 0.5703, -0.7392]])",not-offensive
